post_id,scheme,category,title,answer
219,National Pension System,senior citizen insurance,How to Apply?,"You should open an NPS account with entities known as Point of Presence (POP). Most banks, both private and public sector, are enrolled as POPs. Several financial institutions also act as POPs. The authorized branches of a POP, called point of presence service providers (POP-SPs), act as the collection points.?"
220,National Pension System,senior citizen insurance,Eligibility Criteria,Any Indian citizen between 18 and 60 years can join NPS. The only condition is that the person must comply with know your customer (KYC) norms.?
221,National Pension System,senior citizen insurance,Tax benefits,"An employee?s own contribution is eligible for a tax deduction --up to 10 per cent of the salary (basic plus DA) ? under Section 80CCD(1) of the Income Tax Act within the overall ceiling of Rs 1.5 lakh allowed under Section 80C and Section 80CCE. The employer?s contribution to NPS is exempted under Section 80CCD (2). Moreover, individuals can claim an additional deduction of up to Rs 50,000 under Section 80CCD (1B), which is in addition to Rs 1.5 lakh permitted under Section 80C. "
222,National Pension System,senior citizen insurance,What are the benefits,It is basically for people who do not have the benefit of pension after retirement from service. The scheme gives an opportunity to the subscriber to build up his pension fund over a long period so that after retirement he can draw pension for his sustenance.
223,National Pension System,senior citizen insurance,Maximum Amount of  Contribution,There is no upper limit as of now.
224,National Pension System,senior citizen insurance,Minimum Number of Contribution,Minimum 1 transaction has to be made in a year. However there is no limit on maximum number of transactions that can be made in a year.
225,National Pension System,senior citizen insurance,Agencies Involved,The various agencies in the scheme as under: ? PFRDA (Controlling Body) ? Bank of India (Trustee Bank) ? NSDL (Central Recordkeeping Agency) ? Central Recordkeeping Agency Facilitation Centre (CRA- FC)viz. KARVY ? Point of Presence (POP) - State Bank of India is acting as one of the POPs. There are many others as well. ? Point of Presence- Service Provider (POP-SP) ?SBI Branches.
226,National Social Assistance Programme insurance,insurance,Objective,"In providing social assistance benefits to poor households in the case of old age, death of the breadwinner and maternity, the NSAP aims at ensuring minimum national standards, in addition to the benefits that the States are currently providing or might provide in future. It also aims at ensuring that social protection to the beneficiaries everywhere in the country is uniformly available without interruption."
227,National Social Assistance Programme insurance,insurance,Introduction of the scheme,"In providing social assistance benefits to poor households in the case of old age, death of the breadwinner and maternity, the NSAP aims at ensuring minimum national standards, in addition to the benefits that the States are currently providing or might provide in future. It also aims at ensuring that social protection to the beneficiaries everywhere in the country is uniformly available without interruption."
228,National Social Assistance Programme insurance,insurance,Nature,"In providing social assistance benefits to poor households in the case of old age, death of the breadwinner and maternity, the NSAP aims at ensuring minimum national standards, in addition to the benefits that the States are currently providing or might provide in future. It also aims at ensuring that social protection to the beneficiaries everywhere in the country is uniformly available without interruption."
229,National Social Assistance Programme insurance,insurance,Purpose,"In providing social assistance benefits to poor households in the case of old age, death of the breadwinner and maternity, the NSAP aims at ensuring minimum national standards, in addition to the benefits that the States are currently providing or might provide in future. It also aims at ensuring that social protection to the beneficiaries everywhere in the country is uniformly available without interruption."
230,National Social Assistance Programme insurance,insurance,Funding Pattern,"Under NSAP 100 per cent Central Assistance is extended to the States/UTs to provide the benefits in accordance with the norms, guidelines and conditions laid down by the Central Government"
231,National Social Assistance Programme insurance,insurance,Eligibility Criteria,For getting benefits under NSAP the applicant must belong to a Below Poverty Line (BPL) family according to the criteria prescribed by the Govt. of India.
232,National Social Assistance Programme insurance,insurance,Identification in Rural Areas,As per the revised eligibility criteria new beneficiaries will be identified from BPL list prepared by the States/UTs as per guidelines issued by the Ministry of Rural Development (MORD) for the BPL Census 2002.
233,National Social Assistance Programme insurance,insurance,Identification in Urban Areas,Identification of eligible beneficiaries will be carried out as per the BPL list required to be prepared in connection with poverty alleviation programme off the ministry of Urban Housing and Poverty Alleviation.
234,National Social Assistance Programme insurance,insurance,Components,"NSAP comprises of five schemes, namely - (1) Indira Gandhi National Old Age Pension Scheme (IGNOAPS), (2) Indira Gandhi National Widow Pension Scheme (IGNWPS), (3) Indira Gandhi National Disability Pension Scheme (IGNDPS), (4) National Family Benefit Scheme NFBS) and (5) Annapurna."
235,National Social Assistance Programme insurance,insurance,Launching,"15th August, 1995."
236,National Social Assistance Programme insurance,insurance,Jurisdiction,Central
237,National Social Assistance Programme insurance,insurance,Disbursement,"Apart from the disbursal of benefits through the accounts of the beneficiaries in Banks or in Post Office Savings Banks or through Postal Money Order the assistance under the Old Age Pension scheme, may also be disbursed in public meetings such as Gram Sabha meetings in rural areas and by neighbourhood/ mohalla committees in urban areas. Recently it has been decided by the Govt. of India to credit pension where feasible, into a post office or public sector bank account of the beneficiary."
238,National Social Assistance Programme insurance,insurance,Contact,"The NSAP is implemented in the States/UTs in accordance with the general conditions applicable to all components of the NSAP as well as specific condition applicable to each component. The NSAP Schemes are mainly implemented by the Social Welfare Departments in the States. But NSAP is implemented by Rural Development Department in the States of Andhra Pradesh, Assam, Goa, Meghalaya and West Bengal; by the Department of Women & Child Development in Orissa and Puducherry; by the Revenue Department in Karnataka and Tamil Nadu and by the Department of Labour Employment & Training in Jharkhand. The concerned department in the State may be approached for getting pension."
239,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,what is the nature of the scheme,"To provide insurance coverage and financial support to the farmers in the event of failure of any of the notified crop as a result of natural calamities, pests & diseases."
240,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,what is the purpose of the scheme,"To provide insurance coverage and financial support to the farmers in the event of failure of any of the notified crop as a result of natural calamities, pests & diseases."
241,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,introduction of the scheme,"To provide insurance coverage and financial support to the farmers in the event of failure of any of the notified crop as a result of natural calamities, pests & diseases."
242,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,Who are eligibly covered under this scheme,"All Farmer having insurable interest can be covered under these scheme including
sharecroppers and tenant farmers. Further, Covered farmer are divided under 2 components:-
a. Compulsory Component: All All farmers availing Seasonal Agricultural Operations
(SAO) loans from Financial Institutions (i.e. loanee farmers) for the notified crop(s) would be
covered compulsorily. Any change in crop plan should be brought to the notice of the bank
within one week of sowing.
b. Voluntary Component : The Scheme would be optional for the non-loanee farmers
and cultivators. Such farmers desirous of availing insurance under PMFBY for any notified
crop in any notified insurance unit ,may approach nearest bank branch/ PACS/ authorized
channel partner/ insurance intermediary of insurance company within cut-off date, fill-up
proposal form completely in prescribed format. Submit form and deposit requisite premium
to bank branch/ Insurance Intermediary / CSC Centers along with necessary documents
evidencing of insurable interest."
243,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,Which crop can be covered under this scheme,"Food Crops e.g cereals , millets and pulses,Oilseeds e.g groundnut,Annual Commercial /Annual Horticulture Crops e.g fruits and vegetables"
244,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,What is the extent of coverage available for the crops,"Coverage is not provided for 100% of the crop value. The Sum Insured is basis the cost of
input of cultivation of crop. Then basis the riskiness of the crop the level of indemnity is
fixed at district and crop level in different levels such as - 70% High Risk, 80% Moderate
Risk and 90% Low Risk. State level crop coordination committee in the state approves
the respective scale of finance and Indemnity level for notified crop and area prior to
tender process in the States.


"
245,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,Is there any timeline (Cut-off date) for enrolment ,"As per the PMFBY guidelines and cut off dates vary for different intermediaries and
Banks the overall loaning period for covering of loanee farmers under compulsory
components would be, for Kharif ? April to July and Rabi ? October to December."
246,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,What is Sum Insured Limit for individual farmer,"Sum Insured for individual farmer is equal to scale of finance per hectare multiplied by
area of notified crop by the farmers for insurance. The Sum Insured for different crops
in states allocated to New India Assurance for Kharif 2018 and Rabi 2018 can be
viewed on the respective States section"
247,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,What are the compensation for damages  ,"The level of indemnity under PMFBY scheme is defined at 3 levels: -70%
corresponding to High Risk, 80% to Moderate Risk and 90% to Low Risk. SLCCCI in
consultation with Insurance Company approves the above indemnity level for
notified crop and area."
248,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,What would be the Normal Premium subsidy ratio,"a. Difference between actuarial premium rate and farmer payable premium rate shall be treated as Normal premium subsidy rate, which shall be shared equally by Central and State Govt.\ b. However, the State/ UT Governments are free to extend additional subsidy over and above the stipulated subsidy from its budget"
249,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,What are the Premium Rates charged under this scheme,"For Kharif Crops, the maximum premium rates payable by the farmers is 2 % of Sum
Insured or Actuarial premium rate whichever is less. For Rabi Crops, the maximum premium rates payable by the farmers is 1.5 % of Sum
Insured or Actuarial premium rate whichever is less. For Kharif and Rabi Crops, the maximum premium rates payable by the farmers is 5
% of Sum Insured or Actuarial premium rate whichever is less.
"
250,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,What are the Preconditions for implementation of this scheme,"a. State/ UT should conduct requisite number of Crop Cutting Experiments (CCEs)
atnotified insurance unit area on a sliding scale basis.
b. State/ UT to submit CCE based yield data to insurance companies within the
prescribed time limits i.e. within one month from the date of final harvest. 
c. State/ UT should facilitate strengthening of automatic weather station network for
the purpose of on account payment settlement.
d. State/ UT to adopt modern technology for conduct of CCEs. "
251,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,Which companies provide Insurance under this scheme,"Both Private and Public Sector Insurance Companies provide Fasal Bima. Currently, the insurance providing schemes are as follows: Agriculture Insurance Company ,Cholamandalam, MS General Insurance Company, Reliance General Insurance Co. Ltd., Bajaj Allianz ,Future Generali India Insurance"
252,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,What types of the risks are covered under this scheme,"The scheme covers yield loss, post-harvest loss and localized calamities.This includes Natural Fire and Lightning; Storm, Hailstorm, Cyclone, Typhoon, Tempest, Hurricane, Tornado etc.; Flood, Inundation and Landslide; Coverage is available upto a maximum period of 14 days from harvesting for those crops which are kept in ?cut & spread? condition to dry in the field.This includes loss / damage resulting from occurrence of identified localized risks i.e. hailstorm, landslide, and Inundation affecting isolated farms"
253,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,What are the conditions for loanee or non-loanee farmers,The scheme is mandatory for farmers who have taken institutional loans from banks. It?s optional for farmers who have not taken institutional credit.
254,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance, Is Aadhar mandatory while filling Policy form," Yes. The Aadhar details are mandatory to fill the policy form. Only for states like Assam, Meghalaya 
and Jammu Kashmir, the Aadhar is not mandatory. "
255,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance, How many steps does the Policy Application form consist of,". The Policy application form consists of 3 steps -
1) Bank Details
2) Farmer Details
3) Crop Details"
256,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance," In case of Joint account, are details of all the farmers necessary",". No, the details of the Primary farmer are mandatory and the details of rest of the farmers are not 
mandatory."
257,Pradhan Mantri Fasal Bima Yojana,agriculture crop insurance,what are Documentary evidence required for claim assessment,"Duly filled Claim form along with all relevant documents is requisite for
payment of claims. However, if information on all the columns is not readily
available, semi-filled form may be sent to the insurance company and later
within 7 days of the loss, filled form may be submitted.
? Local Newspaper cutting and any other available evidence to substantiate
occurrence of loss event and severity of the loss, if any."
258,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,What is the nature of the scheme,"The scheme is a one year cover Term Life Insurance Scheme, renewable from year to year, offering life insurance cover for death due to any cause."
259,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,What is the purpose of the scheme,"The scheme is a one year cover Term Life Insurance Scheme, renewable from year to year, offering life insurance cover for death due to any cause."
260,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Introduction of the scheme,"The scheme is a one year cover Term Life Insurance Scheme, renewable from year to year, offering life insurance cover for death due to any cause."
261,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,What is PRADHAN MANTRI JEEVAN JYOTI BIMA YOJANA (PMJJBY)?,"The scheme is a one year cover Term Life Insurance Scheme, renewable from year to year, offering life insurance cover for death due to any cause."
262,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Objective,"The scheme is a one year cover Term Life Insurance Scheme, renewable from year to year, offering life insurance cover for death due to any cause."
263,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,What would be the benefits under the scheme,Rs.2 lakh is payable on a subscriber?s death due to any cause
264,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Premium payable of the scheme,The premium payable is Rs.330/- per annum per subscriber.
265,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,How to pay the premium,"The premium will be deducted from the account holder?s bank account through ?auto debit? facility in one instalment, as per the consent to be given on enrolment. Members may also give one-time mandate for auto-debit every year till the scheme is in force, subject to re-calibration that may be deemed necessary on review of experience of the scheme"
266,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Who is offering the scheme,"The scheme would be offered / administered through LIC and other Life Insurance companies willing to offer the product with necessary approvals on similar terms, in collaboration with participating Banks. Participating banks are free to engage any such life insurance company for implementing the scheme for their subscribers."
267,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Who is providing the scheme,"The scheme would be offered / administered through LIC and other Life Insurance companies willing to offer the product with necessary approvals on similar terms, in collaboration with participating Banks. Participating banks are free to engage any such life insurance company for implementing the scheme for their subscribers."
268,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Who will be eligible to subscribe,"All individual (single or joint) bank account holders in the age 18 to 50 years in participating banks will be entitled to join. In case of multiple bank accounts held by an individual in one or different banks, the person would be eligible to join the scheme through one bank account only."
269,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Eligibility Criteria,"All individual (single or joint) bank account holders in the age 18 to 50 years in participating banks will be entitled to join. In case of multiple bank accounts held by an individual in one or different banks, the person would be eligible to join the scheme through one bank account only."
270,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Enrollment Period,"Initially on launch for the cover period from 1st June 2015 to 31st May 2016 subscribers were expected to enrol and give their auto-debit option by 31st May 2015, which was extended up to 31st May 2016. Subscribers who wish to continue beyond the first year will be expected to give their consent for auto-debit before each successive May 31st for successive years. Delayed renewal subsequent to this date will be possible on payment of full annual premium subject to changes in terms regarding insurance coverage."
271,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Who would be the Master policy holder for the scheme,Participating Banks will be the Master policy holders. A simple and subscriber friendly administration & claim settlement process has been finalized by LIC / chosen insurance company in consultation with the participating bank.
272,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Are PMJJBY policies being introduced and serviced in association with foreign insurance Companies?,"There are no foreign insurance Companies directly operating in India. As permitted by the Insurance Act and IRDA Regulations there are some foreign Companies in joint ventures with Indian companies, where the stake of foreign insurers is restricted to 49% only."
273,Pradhan Mantri Jeevan Jyoti BIMA Yojana,life insurance,Which Bank Accounts are eligible for subscribing to PMJJBY?,All bank account holders other than institutional account holders are eligible for subscribing to PMJJBY scheme.
274,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,What is the nature of the scheme,"Government of India in the Budget Speech of 2018-19 has announced the enhancement of maximum limit under Pradhan Mantri Vaya Vandana Yojana to Rs. 15 lakhs per senior citizen. The period of sale for this scheme has also been extended upto 31st March, 2020. LIC of India has been given the sole privilege to operate this scheme. This scheme can be purchased offline as well as online"
275,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,What is the purpose of the scheme,"Government of India in the Budget Speech of 2018-19 has announced the enhancement of maximum limit under Pradhan Mantri Vaya Vandana Yojana to Rs. 15 lakhs per senior citizen. The period of sale for this scheme has also been extended upto 31st March, 2020. LIC of India has been given the sole privilege to operate this scheme. This scheme can be purchased offline as well as online"
276,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Introduction of the scheme,"Government of India in the Budget Speech of 2018-19 has announced the enhancement of maximum limit under Pradhan Mantri Vaya Vandana Yojana to Rs. 15 lakhs per senior citizen. The period of sale for this scheme has also been extended upto 31st March, 2020. LIC of India has been given the sole privilege to operate this scheme. This scheme can be purchased offline as well as online"
277,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,How to purchase,To Purchase this scheme online please log on to website www.licindia.in.
278,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,How to buy the scheme,To Purchase this scheme online please log on to website www.licindia.in.
279,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,What are the benefits,"a. Pension Payment : On survival of the Pensioner during the policy term of 10 years, pension in arrears (at the end of each period as per mode chosen) shall be payable. b. Death Benefit: On death of the Pensioner during the policy term of 10 years, the Purchase Price shall be refunded to the beneficiary. c. Maturity Benefit: On survival of the pensioner to the end of the policy term of 10 years, Purchase price along with final pension installment shall be payable"
280,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Eligibility Criteria,"a) Minimum Entry Age: 60 years (completed) b) Maximum Entry Age: No limit c) Policy Term : 10 years d) Minimum Pension: Rs. 1,000/- per month Rs. 3,000/- per quarter Rs.6,000/- per half-year Rs.12,000/- per year e) Maximum Pension: Rs. 10,000/-per month Rs. 30,000/-per quarter Rs. 60,000/- per half-year Rs. 1,20,000/- per year"
281,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Payment of purchase,"The scheme can be purchased by payment of a lump sum Purchase Price. The pensioner has an option to choose either the amount of pension or the Purchase Price. The minimum and maximum Purchase Price under different modes of pension will be as under: 2 Mode of Pension Minimum Purchase Price Maximum Purchase Price Yearly Rs. 1,44,578/- Rs. 14,45,783/- Half-yearly Rs. 1,47,601/- Rs. 14,76,015/- Quarterly Rs. 1,49,068/- Rs. 14,90,683/- Monthly Rs. 1,50,000/- Rs. 15,00,000/-"
282,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Mode of pension payment,"The modes of pension payment are monthly, quarterly, half-yearly & yearly. The pension payment shall be through NEFT or Aadhaar Enabled Payment System. The first instalment of pension shall be paid after 1 year, 6 months, 3 months or 1 month from the date of purchase of the same depending on the mode of pension payment i.e. yearly, half-yearly, quarterly or monthly respectively."
283,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Surrender Value,The scheme allows premature exit during the policy term under exceptional circumstances like the Pensioner requiring money for the treatment of any critical/terminal illness of self or spouse. The Surrender Value payable in such cases shall be 98% of Purchase Price.
284,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Loan facility,"Loan facility is available after completion of 3 policy years. The maximum loan that can be granted shall be 75% of the Purchase Price. The rate of interest to be charged for loan amount shall be determined at periodic intervals. For the loan sanctioned till 30th April, 2018, the applicable interest rate is 10% p.a. payable half-yearly for the entire term of the loan. Loan interest will be recovered from pension amount payable under the policy. The Loan interest will accrue as per the frequency of pension payment under the policy and it will be due on the due date of pension. However, the loan outstanding shall be recovered from the claim proceeds at the time of exit."
285,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Tax benefits,"Statutory Taxes, if any, imposed on this Plan by the Government of India or any other constitutional tax Authority of India shall be as per the Tax laws and the rate of tax as applicable from time to time. The amount of tax paid shall not be considered for the calculation of benefits payable under the plan."
286,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Demerits,"The demerits of this policy are: 1.The amount is locked-in for 10 years, so the money may not be available if required urgently (other than in case of illness).2.The pension is not adjusted in inflation. Assuming inflation at 7%, the purchasing power of Rs.5,000 would be reduced to Rs.2,500 in 10 years"
287,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Jurisdiction,Central
288,Pradhan Mantri Vaya Vandana Yojana,pension scheme insurance,Exclusions,"In case of suicide there will no exclusion under this policy and full purchase price is paid.

"
289,Varishtha Pension bima yojana,pension insurance,Objective,LIC Varishtha Pension Bima Yojana is a senior citizen pension scheme as advocated by the Government and incorporated by LIC. The Pension plan provides annuity payouts like an Immediate Annuity plan for senior citizens. The plan was last launched again by the Government of India for a limited period when the Finance Minister in his 2014-15 budget speech mentioned that the success of the earlier LIC Varishtha Pension Bima Yojana plan needs to be replicated and allowed the plan to be revived for one year from 15th August 2014 to 14th August 2015. The plan is only available for people above 60 years of age.
290,Varishtha Pension bima yojana,pension insurance,Purpose,LIC Varishtha Pension Bima Yojana is a senior citizen pension scheme as advocated by the Government and incorporated by LIC. The Pension plan provides annuity payouts like an Immediate Annuity plan for senior citizens. The plan was last launched again by the Government of India for a limited period when the Finance Minister in his 2014-15 budget speech mentioned that the success of the earlier LIC Varishtha Pension Bima Yojana plan needs to be replicated and allowed the plan to be revived for one year from 15th August 2014 to 14th August 2015. The plan is only available for people above 60 years of age.
291,Varishtha Pension bima yojana,pension insurance,Nature,LIC Varishtha Pension Bima Yojana is a senior citizen pension scheme as advocated by the Government and incorporated by LIC. The Pension plan provides annuity payouts like an Immediate Annuity plan for senior citizens. The plan was last launched again by the Government of India for a limited period when the Finance Minister in his 2014-15 budget speech mentioned that the success of the earlier LIC Varishtha Pension Bima Yojana plan needs to be replicated and allowed the plan to be revived for one year from 15th August 2014 to 14th August 2015. The plan is only available for people above 60 years of age.
292,Varishtha Pension bima yojana,pension insurance,Introduction of the scheme,LIC Varishtha Pension Bima Yojana is a senior citizen pension scheme as advocated by the Government and incorporated by LIC. The Pension plan provides annuity payouts like an Immediate Annuity plan for senior citizens. The plan was last launched again by the Government of India for a limited period when the Finance Minister in his 2014-15 budget speech mentioned that the success of the earlier LIC Varishtha Pension Bima Yojana plan needs to be replicated and allowed the plan to be revived for one year from 15th August 2014 to 14th August 2015. The plan is only available for people above 60 years of age.
293,Varishtha Pension bima yojana,pension insurance,What is an annuity?,"An annuity like LIC Varishtha Pension Bima Yojana provides a regular income, whether yearly, half-yearly, quarterly or annually to take care of living expenses."
294,Varishtha Pension bima yojana,pension insurance,Who is offering the scheme,Life Insurance Corporation(LIC) India
295,Varishtha Pension bima yojana,pension insurance,Interest Rate,8% per annum
296,Varishtha Pension bima yojana,pension insurance,Eligibility Criteria,"Minimum age to buy this plan is 60 years while there is no bar on the maximum age of entry under this plan. Maximum investment under the plan is ?7,50,000.
"
297,Varishtha Pension bima yojana,pension insurance,What are the benefits,"Annuity payouts will be paid as per the frequency chosen immediately after the premium paid. LIC has provided an upper limit of Rs. 60,000 p.a. for the pension under the LIC Varishtha Pension Bima Yojana Regular assured income is received under the LIC Varishtha Pension Bima Yojana. Pensioners do not have to worry about whether they will receive a cheque or a demand draft as the amount is deposited in the policyholders account"
298,Varishtha Pension bima yojana,pension insurance,Maximum and Minimum Premium Amounts,"Under the LIC Varishtha Pension Bima Yojana plan, the amount of the single premium varies depending on how frequently the pension needs to be paid. For instance, if the pension has to be paid on a monthly basis, then the premium is more than when it has to be paid quarterly. This means that the premium is less for the annual pension payment
Mode of Pension Minimum Premium Amount Maximum Premium Amount Yearly Rs. 63,960 Rs. 6,39,610 Half-yearly Rs. 65,430 Rs. 6,54,275 Quarterly Rs. 66,170 Rs. 6,61,690 Monthly Rs. 66,665 Rs. 6,66,665"
299,Varishtha Pension bima yojana,pension insurance,Mode of Payment,"Under the LIC Varishtha Pension Bima Yojana plan, the amount of the single premium varies depending on how frequently the pension needs to be paid. For instance, if the pension has to be paid on a monthly basis, then the premium is more than when it has to be paid quarterly. This means that the premium is less for the annual pension payment"
300,Varishtha Pension bima yojana,pension insurance,Pension Rates,Frequency Pension Rates Yearly Rs. 93.8069 pa Half-yearly Rs. 91.7045 pa Quarterly Rs. 90.6767 p.a. Monthly Rs. 90.0000 p.a.
301,Varishtha Pension bima yojana,pension insurance,Documents Required,"On signing up and during the tenure of LIC Varishtha Pension Bima Yojana Policyholder has to fill up an ?Application form/ proposal form? with accurate medical history along with the address proof and other KYC documents. The LIC Varishtha Pension Bima Yojana pensioner must also submit Existence Certificates at specified time intervals. These certificates are to be submitted in the proforma of LIC. On surrender of LIC Varishtha Pension Bima Yojana policy. LIC Varishtha Pension Bima Yojana pensioner should submit the following documents: Discharge form Original policy document Proof of medical treatment of pensioner or his / her spouse if the policy is surrendered within the lock in period of 15 years Proof of age if this detail has not been clarified earlier For payment of death benefits under LIC Varishtha Pension Bima Yojana The documents that need to be submitted include: Claim forms: These should be in format specified by LIC Original policy document NEFT mandate form: Claimant should provide all necessary bank details including bank name, account number, account type and IFSC code Proof of death or proof of title: Claimant can submit whichever document is applicable Proof of age: This is required if the proof of age of the pensioner is not mentioned under the policy"
302,Varishtha Pension bima yojana,pension insurance,Age Limit,"Minimum age to buy this plan is 60 years while there is no bar on the maximum age of entry under this plan.
"
303,Varishtha Pension bima yojana,pension insurance,Jurisdiction,Central
304,vida lakshmi yojana,education loan,What is the nature of the scheme,"The IT based mechanism under the Pradhan Mantri Vidya Lakshmi Karyakram is expected to provide to students a single window electronic platform for Scholarships and Educational Loans."" Vidya Lakshmi is a first of its kind portal for students seeking Education Loan"
305,vida lakshmi yojana,education loan,What is the purpose of the scheme,"The IT based mechanism under the Pradhan Mantri Vidya Lakshmi Karyakram is expected to provide to students a single window electronic platform for Scholarships and Educational Loans."" Vidya Lakshmi is a first of its kind portal for students seeking Education Loan"
306,vida lakshmi yojana,education loan,introduction of the scheme,"The IT based mechanism under the Pradhan Mantri Vidya Lakshmi Karyakram is expected to provide to students a single window electronic platform for Scholarships and Educational Loans."" Vidya Lakshmi is a first of its kind portal for students seeking Education Loan"
307,vida lakshmi yojana,education loan,objective,The basic objective of the scheme is to provide easy and effective system of getting educational loans so that no student leaves his or her education mid-way due to lack of funds
308,vida lakshmi yojana,education loan,student Eligibility Criteria,"The student should have Indian Citizenship.

The students should have already secured the admission to either a professional or technical courses through an entrance Test/selection process conducted by the respective university.

If going for the abroad studies then the students should have compulsorily secured the admission to a university or an institute abroad.

There are no minimum qualifying marks stipulated in the last qualifying examination."
309,vida lakshmi yojana,education loan,courses eligible,"Courses in India:Graduation, Post-graduation including regular technical and professional Degree/Diploma courses conducted by colleges/universities approved by UGC/ AICTE/IMC/Govt. etc
Regular Degree/ Diploma Courses conducted by autonomous institutions like IIT, IIM etc
Teacher training/ Nursing courses approved by the Central government or the State Government
Regular Degree/DiplomaJob oriented professional/ technical Graduation Degree courses/ Post Graduation Degree and Diploma courses like MCA, MBA, MS, etc offered by reputed universities

Courses conducted by CIMA (Chartered Institute of Management Accountants) - London, CPA (Certified Public Accountant) in the USA etc. Courses like Aeronautical, pilot training, shipping etc. approved by Director General of Civil Aviation/Shipping.course in abroad:"
310,vida lakshmi yojana,education loan,Application Process,"The student should first register themselves and login to Vidya Lakshmi portal.

The Vidya Lakshmi Education Loan Application Form should be filled by the students. All the necessary details should be mentioned in the form.

After filling the form, the student can search for Educational Loan and apply for the education according to their needs, eligibility, and convenience.

The Common Educational Loan Application Form is the single form which students can fill to apply for Educational Loan to multiple banks/schemes. CELAF is the application form prescribed by the Indian Banks Association (IBA) and accepted by all banks. This form is provided on Vidya Lakshmi portal to apply for an Educational loan.

The students can view their loan status and processes through the applicant?s dashboard on the portal.

The amount of money applied for will be disbursed by the bank directly outside the portal."
311,vida lakshmi yojana,education loan, Loan Interest Rate,"For Male Students:

Up to Rs. 7.5 Lacs ? 10.00% p.a. as on 01.01.2017

Above Rs. 7.5 lacs ? 10.75% p.a. as on 01.01.2017

For Female Students:

Up to Rs. 7.5 Lacs ? 9.50% p.a. as on 01.01.2017

Above Rs. 7.5 lacs ? 10.25% p.a. as on 01.01.2017

Security

Co-obligation of parents and no seccurity is required for loans upto Rs. 7.50 Lacs

For loans above RS. 7.50 Lacs Co-obligation of parents together with collateral security of suitable value accepted by the bank.

Repayment and Moratotiam Period

The repayment period will only starts after 1 year of course completion or 6 months after securing a job."
